ID,Symbol,Time,Price,Volume
590,AMZN,18:36:25.368448,919.1,1429858
591,YHOO,18:37:27.044148,48.25,5215728
592,INTC,18:37:27.044148,36.995,4870516
593,FB,18:37:27.044148,147.26,163107
594,AAPL,18:37:27.044148,143.48,4945691
595,IBM,18:37:27.044148,160.1,1889709
596,MSFT,18:37:27.044148,67.665,5234474
597,TWTR,18:37:27.044148,16.555,28103988
598,HPQ,18:37:27.044148,18.755,5074327
599,GOOGL,18:37:27.044148,890.275,375289
600,AMZN,18:37:27.044148,920.1925,61945
601,YHOO,18:38:29.138871,48.36,4566003
602,INTC,18:38:29.138871,36.995,4870516
603,FB,18:38:29.138871,147.34,6444165
604,AAPL,18:38:29.138871,143.48,4945691
605,IBM,18:38:29.138871,160.1,1889709
606,MSFT,18:38:29.138871,67.995,10611289
607,TWTR,18:38:29.138871,16.335,16765632
608,HPQ,18:38:29.138871,18.78,4602102
609,GOOGL,18:38:29.138871,890.275,375289
610,AMZN,18:38:29.138871,919.1,1429858
611,YHOO,18:39:30.865846,48.26,4053137
612,INTC,18:39:30.865846,37.09,13675673
613,FB,18:39:30.865846,147.26,163107
614,AAPL,18:39:30.865846,143.55,4997818
615,IBM,18:39:30.865846,159.94,1467206
616,MSFT,18:39:30.865846,67.995,10611289
617,TWTR,18:39:30.865846,16.5,28705079
618,HPQ,18:39:30.865846,18.755,3388119
619,GOOGL,18:39:30.865846,890.275,375289
620,AMZN,18:39:30.865846,920.1925,61945
621,YHOO,18:40:32.503315,48.25,5215728
622,INTC,18:40:32.503315,36.995,4870516
623,FB,18:40:32.503315,147.34,6444165
624,AAPL,18:40:32.503315,143.48,4945691
625,IBM,18:40:32.503315,159.92,1500000
626,MSFT,18:40:32.503315,67.995,10611289
627,TWTR,18:40:32.503315,16.5,28705079
628,HPQ,18:40:32.503315,18.755,3388119
629,GOOGL,18:40:32.503315,889.73,557002
630,AMZN,18:40:32.503315,919.3,1440069
631,YHOO,18:41:34.357306,48.4201,3777685
632,INTC,18:41:34.357306,37.1,9555076
633,FB,18:41:34.357306,147.26,163107
634,AAPL,18:41:34.357306,143.48,4945691
635,IBM,18:41:34.357306,160.1,1889709
636,MSFT,18:41:34.357306,67.665,5234474
637,TWTR,18:41:34.357306,16.335,16765632
638,HPQ,18:41:34.357306,18.755,5074327
639,GOOGL,18:41:34.357306,889.73,557002
640,AMZN,18:41:34.357306,919.1,1429858
641,YHOO,18:42:36.062329,48.4201,3777685
642,INTC,18:42:36.062329,37.1,9555076
643,FB,18:42:36.062329,147.29,6104138
644,AAPL,18:42:36.062329,143.7,6877803
645,IBM,18:42:36.062329,159.92,1500000
646,MSFT,18:42:36.062329,67.995,10611289
647,TWTR,18:42:36.062329,16.555,28103988
648,HPQ,18:42:36.062329,18.78,4602102
649,GOOGL,18:42:36.062329,889.78,686440
650,AMZN,18:42:36.062329,919.1,1429858
651,YHOO,18:43:37.755689,48.25,5215728
652,INTC,18:43:37.755689,37.12,556320
653,FB,18:43:37.755689,147.34,6444165
654,AAPL,18:43:37.755689,143.55,4997818
655,IBM,18:43:37.755689,159.92,1500000
656,MSFT,18:43:37.755689,67.665,5234474
657,TWTR,18:43:37.755689,16.335,16765632
658,HPQ,18:43:37.755689,18.755,3388119
659,GOOGL,18:43:37.755689,890.275,375289
660,AMZN,18:43:37.755689,920.1925,61945
661,YHOO,18:44:39.406903,48.25,5215728
662,INTC,18:44:39.406903,37.12,556320
663,FB,18:44:39.406903,147.34,6444165
664,AAPL,18:44:39.406903,143.7,6877803
665,IBM,18:44:39.406903,159.92,1500000
666,MSFT,18:44:39.406903,67.83,26190770
667,TWTR,18:44:39.406903,16.335,16765632
668,HPQ,18:44:39.406903,18.755,5074327
669,GOOGL,18:44:39.406903,889.73,557002
670,AMZN,18:44:39.406903,920.1925,61945
671,YHOO,18:45:41.085704,48.36,4566003
672,INTC,18:45:41.085704,37.12,556320
673,FB,18:45:41.085704,147.29,6104138
674,AAPL,18:45:41.085704,143.55,4997818
675,IBM,18:45:41.085704,159.94,1467206
676,MSFT,18:45:41.085704,67.995,10611289
677,TWTR,18:45:41.085704,16.555,28103988
678,HPQ,18:45:41.085704,18.755,5074327
679,GOOGL,18:45:41.085704,889.78,686440
680,AMZN,18:45:41.085704,920.1925,61945
681,YHOO,18:46:47.128120,48.25,5215728
682,INTC,18:46:47.128120,37.09,13675673
683,FB,18:46:47.128120,147.29,6104138
684,AAPL,18:46:47.128120,143.48,4945691
685,IBM,18:46:47.128120,159.92,1500000
686,MSFT,18:46:47.128120,67.995,10611289
687,TWTR,18:46:47.128120,16.5684,31202125
688,HPQ,18:46:47.128120,18.78,4602102
689,GOOGL,18:46:47.128120,889.73,557002
690,AMZN,18:46:47.128120,920.1925,61945
691,YHOO,18:47:48.929016,48.4201,3777685
692,INTC,18:47:48.929016,37.1,9555076
693,FB,18:47:48.929016,147.34,6444165
694,AAPL,18:47:48.929016,143.68,20041241
695,IBM,18:47:48.929016,159.92,1500000
696,MSFT,18:47:48.929016,67.955,7485818
697,TWTR,18:47:48.929016,16.5684,31202125
698,HPQ,18:47:48.929016,18.78,4602102
699,GOOGL,18:47:48.929016,889.78,686440
700,AMZN,18:47:48.929016,919.1,1429858
701,YHOO,18:48:51.396616,48.25,5215728
702,INTC,18:48:51.396616,37.12,556320
703,FB,18:48:51.396616,147.26,163107
704,AAPL,18:48:51.396616,143.48,4945691
705,IBM,18:48:51.396616,160.0618,2059033
706,MSFT,18:48:51.396616,67.995,10611289
707,TWTR,18:48:51.396616,16.5684,31202125
708,HPQ,18:48:51.396616,18.78,4602102
709,GOOGL,18:48:51.396616,889.78,686440
710,AMZN,18:48:51.396616,920.68,1672318
711,YHOO,18:49:53.145831,48.25,5215728
712,INTC,18:49:53.145831,37.12,556320
713,FB,18:49:53.145831,147.26,163107
714,AAPL,18:49:53.145831,143.55,4997818
715,IBM,18:49:53.145831,159.92,1500000
716,MSFT,18:49:53.145831,67.665,5234474
717,TWTR,18:49:53.145831,16.5,28705079
718,HPQ,18:49:53.145831,18.7202,5309575
719,GOOGL,18:49:53.145831,890.275,375289
720,AMZN,18:49:53.145831,919.1,1429858
721,YHOO,18:50:54.815256,48.36,4566003
722,INTC,18:50:54.815256,37.09,13675673
723,FB,18:50:54.815256,147.29,6104138
724,AAPL,18:50:54.815256,143.49,5574647
725,IBM,18:50:54.815256,159.92,1500000
726,MSFT,18:50:54.815256,67.995,10611289
727,TWTR,18:50:54.815256,16.5684,31202125
728,HPQ,18:50:54.815256,18.755,5074327
729,GOOGL,18:50:54.815256,889.78,686440
730,AMZN,18:50:54.815256,920.1925,61945
731,YHOO,18:51:56.499317,48.26,4053137
732,INTC,18:51:56.499317,37.12,556320
733,FB,18:51:56.499317,147.29,6104138
734,AAPL,18:51:56.499317,143.4958,5573447
735,IBM,18:51:56.499317,160.1,1889709
736,MSFT,18:51:56.499317,67.665,5234474
737,TWTR,18:51:56.499317,16.555,28103988
738,HPQ,18:51:56.499317,18.755,3388119
739,GOOGL,18:51:56.499317,889.35,911676
740,AMZN,18:51:56.499317,919.1,1429858
741,YHOO,18:52:58.199278,48.25,5215728
742,INTC,18:52:58.199278,37.12,556320
743,FB,18:52:58.199278,146.56,12394959
744,AAPL,18:52:58.199278,143.7,6877803
745,IBM,18:52:58.199278,160.1,1889709
746,MSFT,18:52:58.199278,67.85,2069651
747,TWTR,18:52:58.199278,16.555,28103988
748,HPQ,18:52:58.199278,18.72,5337758
749,GOOGL,18:52:58.199278,889.73,557002
750,AMZN,18:52:58.199278,919.1,1429858
751,YHOO,18:54:00.162929,48.28,5015895
752,INTC,18:54:00.162929,37.1,9555076
753,FB,18:54:00.162929,147.29,6104138
754,AAPL,18:54:00.162929,143.48,5576784
755,IBM,18:54:00.162929,160.1,1889709
756,MSFT,18:54:00.162929,67.85,2048012
757,TWTR,18:54:00.162929,16.5,28705079
758,HPQ,18:54:00.162929,18.725,5341219
759,GOOGL,18:54:00.162929,889.73,557002
760,AMZN,18:54:00.162929,919.98,2074642
761,YHOO,18:55:05.776180,48.235,6700025
762,INTC,18:55:05.776180,37.1,9555076
763,FB,18:55:05.776180,147.34,17372
764,AAPL,18:55:05.776180,143.7,6877803
765,IBM,18:55:05.776180,159.94,1467206
766,MSFT,18:55:05.776180,67.665,5234474
767,TWTR,18:55:05.776180,16.5659,27370010
768,HPQ,18:55:05.776180,18.725,5341219
769,GOOGL,18:55:05.776180,889.35,911677
770,AMZN,18:55:05.776180,920.68,1672318
771,YHOO,18:56:08.282527,48.235,6700025
772,INTC,18:56:08.282527,37.1,9555076
773,FB,18:56:08.282527,147.26,163107
774,AAPL,18:56:08.282527,143.795,8701194
775,IBM,18:56:08.282527,159.94,1467206
776,MSFT,18:56:08.282527,67.665,5234474
777,TWTR,18:56:08.282527,16.02,69409232
778,HPQ,18:56:08.282527,18.755,5074327
779,GOOGL,18:56:08.282527,889.35,911676
780,AMZN,18:56:08.282527,919.3,1440069
781,YHOO,18:57:10.453822,48.36,4566003
782,INTC,18:57:10.453822,37.09,13675673
783,FB,18:57:10.453822,147.29,6104138
784,AAPL,18:57:10.453822,143.7799,8727525
785,IBM,18:57:10.453822,159.92,1500000
786,MSFT,18:57:10.453822,67.995,10611289
787,TWTR,18:57:10.453822,16.5684,31202125
788,HPQ,18:57:10.453822,18.78,4602102
789,GOOGL,18:57:10.453822,889.73,557002
790,AMZN,18:57:10.453822,919.1,1429858
791,YHOO,18:58:12.165821,48.25,5215728
792,INTC,18:58:12.165821,37.09,13675673
793,FB,18:58:12.165821,147.26,163107
794,AAPL,18:58:12.165821,143.68,20041241
795,IBM,18:58:12.165821,160.1,1889709
796,MSFT,18:58:12.165821,67.955,7485818
797,TWTR,18:58:12.165821,16.5684,31202125
798,HPQ,18:58:12.165821,18.755,3388119
799,GOOGL,18:58:12.165821,889.78,686440
800,AMZN,18:58:12.165821,920.1925,61945
801,YHOO,18:59:13.811788,48.235,6700025
802,INTC,18:59:13.811788,37.09,13675673
803,FB,18:59:13.811788,147.0255,4437023
804,AAPL,18:59:13.811788,143.7799,8727525
805,IBM,18:59:13.811788,160.09,2056479
806,MSFT,18:59:13.811788,67.85,2048012
807,TWTR,18:59:13.811788,16.5684,31202125
808,HPQ,18:59:13.811788,18.755,5074327
809,GOOGL,18:59:13.811788,888.9551,805557
810,AMZN,18:59:13.811788,920.0,910846
811,YHOO,19:00:15.502592,48.36,4566003
812,INTC,19:00:15.502592,37.315,20912111
813,FB,19:00:15.502592,147.34,6444165
814,AAPL,19:00:15.502592,143.795,8701194
815,IBM,19:00:15.502592,160.21,1711691
816,MSFT,19:00:15.502592,67.825,4021865
817,TWTR,19:00:15.502592,16.5684,31202125
818,HPQ,19:00:15.502592,18.805,2021683
819,GOOGL,19:00:15.502592,890.46,1214833
820,AMZN,19:00:15.502592,920.6,67782
821,YHOO,19:01:17.356761,48.28,5017777
822,INTC,19:01:17.356761,37.105,11201781
823,FB,19:01:17.356761,147.34,6444165
824,AAPL,19:01:17.356761,143.77,7035709
825,IBM,19:01:17.356761,160.1,1889709
826,MSFT,19:01:17.356761,67.775,737308
827,TWTR,19:01:17.356761,16.555,28103988
828,HPQ,19:01:17.356761,18.78,4602102
829,GOOGL,19:01:17.356761,889.73,557002
830,AMZN,19:01:17.356761,920.1925,61945
831,YHOO,19:02:19.195744,48.2,5568096
832,INTC,19:02:19.195744,37.09,13675673
833,FB,19:02:19.195744,147.0255,4437023
834,AAPL,19:02:19.195744,143.4958,5573447
835,IBM,19:02:19.195744,159.94,1467206
836,MSFT,19:02:19.195744,67.825,4021865
837,TWTR,19:02:19.195744,16.49,25847151
838,HPQ,19:02:19.195744,18.78,4602102
839,GOOGL,19:02:19.195744,889.73,557002
840,AMZN,19:02:19.195744,919.98,2074642
841,YHOO,19:03:21.148128,48.36,4566003
842,INTC,19:03:21.148128,37.105,11201781
843,FB,19:03:21.148128,147.26,163107
844,AAPL,19:03:21.148128,143.795,8701194
845,IBM,19:03:21.148128,159.94,1467206
846,MSFT,19:03:21.148128,67.665,5234474
847,TWTR,19:03:21.148128,16.5659,27370010
848,HPQ,19:03:21.148128,18.805,2021683
849,GOOGL,19:03:21.148128,889.14,1323297
850,AMZN,19:03:21.148128,920.0,910846
851,YHOO,19:04:22.903137,48.28,5017700
852,INTC,19:04:22.903137,37.105,11201781
853,FB,19:04:22.903137,147.26,163107
854,AAPL,19:04:22.903137,143.77,7035709
855,IBM,19:04:22.903137,160.21,1711691
856,MSFT,19:04:22.903137,67.85,2048012
857,TWTR,19:04:22.903137,16.02,69409232
858,HPQ,19:04:22.903137,18.7202,5309575
859,GOOGL,19:04:22.903137,889.78,686440
860,AMZN,19:04:22.903137,920.6,67782
861,YHOO,19:05:24.854484,48.28,5015895
862,INTC,19:05:24.854484,37.12,556320
863,FB,19:05:24.854484,147.19,4977171
864,AAPL,19:05:24.854484,143.795,8701194
865,IBM,19:05:24.854484,159.92,1500000
866,MSFT,19:05:24.854484,67.995,10611289
867,TWTR,19:05:24.854484,16.555,28103988
868,HPQ,19:05:24.854484,18.715,5452319
869,GOOGL,19:05:24.854484,889.35,911677
870,AMZN,19:05:24.854484,919.98,2074642
871,YHOO,19:06:26.789471,48.235,6700025
872,INTC,19:06:26.789471,37.105,11201781
873,FB,19:06:26.789471,147.34,6444165
874,AAPL,19:06:26.789471,143.7799,8727525
875,IBM,19:06:26.789471,160.1,1890519
876,MSFT,19:06:26.789471,67.85,2048012
877,TWTR,19:06:26.789471,16.5659,27370010
878,HPQ,19:06:26.789471,18.755,5074327
879,GOOGL,19:06:26.789471,889.78,686440
880,AMZN,19:06:26.789471,920.0,910846
881,YHOO,19:07:28.763407,48.235,6700025
882,INTC,19:07:28.763407,37.09,13675673
883,FB,19:07:28.763407,147.29,6104138
884,AAPL,19:07:28.763407,143.77,7035709
885,IBM,19:07:28.763407,160.0618,2059033
886,MSFT,19:07:28.763407,67.85,2069651
887,TWTR,19:07:28.763407,16.49,25847151
888,HPQ,19:07:28.763407,18.78,4602102
889,GOOGL,19:07:28.763407,889.78,686440
890,AMZN,19:07:28.763407,919.7893,901137
891,YHOO,19:08:30.572533,48.235,6700025
892,INTC,19:08:30.572533,37.105,11201781
893,FB,19:08:30.572533,147.34,6444165
894,AAPL,19:08:30.572533,143.7,6877803
895,IBM,19:08:30.572533,160.21,1711691
896,MSFT,19:08:30.572533,67.665,5234474
897,TWTR,19:08:30.572533,16.5684,31202125
898,HPQ,19:08:30.572533,18.78,4602102
899,GOOGL,19:08:30.572533,888.9551,805557
900,AMZN,19:08:30.572533,920.6,67782
901,YHOO,19:09:32.612687,48.25,5215728
902,INTC,19:09:32.612687,37.1,9555076
903,FB,19:09:32.612687,147.0255,4437023
904,AAPL,19:09:32.612687,143.7799,8727525
905,IBM,19:09:32.612687,160.1,1889709
906,MSFT,19:09:32.612687,67.925,12690417
907,TWTR,19:09:32.612687,16.555,28103988
908,HPQ,19:09:32.612687,18.805,2021683
909,GOOGL,19:09:32.612687,889.78,686440
910,AMZN,19:09:32.612687,920.1925,61945
911,YHOO,19:10:34.095353,48.25,5215728
912,INTC,19:10:34.095353,37.105,11201781
913,FB,19:10:34.095353,146.56,12394959
914,AAPL,19:10:34.095353,143.77,7035709
915,IBM,19:10:34.095353,159.94,1467206
916,MSFT,19:10:34.095353,67.995,10611289
917,TWTR,19:10:34.095353,16.555,28103988
918,HPQ,19:10:34.095353,18.755,3388119
919,GOOGL,19:10:34.095353,889.73,557002
920,AMZN,19:10:34.095353,920.6,67782
921,YHOO,19:11:35.675456,48.25,5215728
922,INTC,19:11:35.675456,37.09,13675673
923,FB,19:11:35.675456,147.26,163107
924,AAPL,19:11:35.675456,143.795,8701194
925,IBM,19:11:35.675456,159.92,1500000
926,MSFT,19:11:35.675456,67.995,10611289
927,TWTR,19:11:35.675456,16.49,25847151
928,HPQ,19:11:35.675456,18.755,5074327
929,GOOGL,19:11:35.675456,890.46,1214833
930,AMZN,19:11:35.675456,919.7893,901137
931,YHOO,19:12:37.637513,48.2,5568096
932,INTC,19:12:37.637513,37.12,556320
933,FB,19:12:37.637513,147.29,6104138
934,AAPL,19:12:37.637513,143.7,6877803
935,IBM,19:12:37.637513,159.92,1500000
936,MSFT,19:12:37.637513,67.775,737308
937,TWTR,19:12:37.637513,16.49,25847151
938,HPQ,19:12:37.637513,18.78,4602102
939,GOOGL,19:12:37.637513,888.9551,805557
940,AMZN,19:12:37.637513,920.6,67782
941,YHOO,19:13:39.416789,48.2,5568096
942,INTC,19:13:39.416789,37.1,9555076
943,FB,19:13:39.416789,147.34,6444165
944,AAPL,19:13:39.416789,143.7,6877803
945,IBM,19:13:39.416789,160.1,1889709
946,MSFT,19:13:39.416789,67.775,737308
947,TWTR,19:13:39.416789,16.49,25847151
948,HPQ,19:13:39.416789,18.805,2021683
949,GOOGL,19:13:39.416789,889.78,686440
950,AMZN,19:13:39.416789,919.7893,901137
951,YHOO,19:14:41.433965,48.25,5215728
952,INTC,19:14:41.433965,37.1,9555076
953,FB,19:14:41.433965,147.34,6444165
954,AAPL,19:14:41.433965,143.77,7035709
955,IBM,19:14:41.433965,159.94,1467206
956,MSFT,19:14:41.433965,67.775,737308
957,TWTR,19:14:41.433965,16.5684,31202125
958,HPQ,19:14:41.433965,18.805,2021683
959,GOOGL,19:14:41.433965,888.9551,805557
960,AMZN,19:14:41.433965,920.6,67782
961,YHOO,19:15:43.199248,48.2,5568096
962,INTC,19:15:43.199248,37.09,13675673
963,FB,19:15:43.199248,147.29,6104138
964,AAPL,19:15:43.199248,143.795,8701194
965,IBM,19:15:43.199248,160.1,1889709
966,MSFT,19:15:43.199248,67.665,5234474
967,TWTR,19:15:43.199248,16.5684,31202125
968,HPQ,19:15:43.199248,18.805,2021683
969,GOOGL,19:15:43.199248,889.73,557002
970,AMZN,19:15:43.199248,920.1925,61945
971,YHOO,19:16:45.091178,48.235,6700025
972,INTC,19:16:45.091178,37.12,556320
973,FB,19:16:45.091178,147.26,163107
974,AAPL,19:16:45.091178,143.77,7035709
975,IBM,19:16:45.091178,160.1,1889709
976,MSFT,19:16:45.091178,67.995,10611289
977,TWTR,19:16:45.091178,16.5,28705079
978,HPQ,19:16:45.091178,18.755,3388119
979,GOOGL,19:16:45.091178,889.73,557002
980,AMZN,19:16:45.091178,920.0,910846
981,YHOO,19:17:46.928992,48.235,6700025
982,INTC,19:17:46.928992,37.12,556320
983,FB,19:17:46.928992,147.34,6444165
984,AAPL,19:17:46.928992,143.7799,8727525
985,IBM,19:17:46.928992,159.92,1500000
986,MSFT,19:17:46.928992,67.775,737308
987,TWTR,19:17:46.928992,16.5,28705079
988,HPQ,19:17:46.928992,18.805,2021683
989,GOOGL,19:17:46.928992,890.46,1214833
990,AMZN,19:17:46.928992,919.7893,901137
991,YHOO,19:18:48.584415,48.235,6700025
992,INTC,19:18:48.584415,37.12,556320
993,FB,19:18:48.584415,147.29,6104138
994,AAPL,19:18:48.584415,143.795,8701194
995,IBM,19:18:48.584415,160.1,1889709
996,MSFT,19:18:48.584415,67.995,10611289
997,TWTR,19:18:48.584415,16.5684,31202125
998,HPQ,19:18:48.584415,18.78,4602102
999,GOOGL,19:18:48.584415,890.46,1214833
1000,AMZN,19:18:48.584415,919.7893,901137
1001,YHOO,19:19:50.251344,48.28,5015895
1002,INTC,19:19:50.251344,37.1,9555076
1003,FB,19:19:50.251344,147.29,6104138
1004,AAPL,19:19:50.251344,143.795,8701194
1005,IBM,19:19:50.251344,160.21,1711691
1006,MSFT,19:19:50.251344,67.665,5234474
1007,TWTR,19:19:50.251344,16.555,28103988
1008,HPQ,19:19:50.251344,18.755,3388119
1009,GOOGL,19:19:50.251344,889.35,911634
1010,AMZN,19:19:50.251344,920.0,910846
1011,YHOO,19:20:52.199320,48.235,6700025
1012,INTC,19:20:52.199320,37.1,9555076
1013,FB,19:20:52.199320,147.26,163107
1014,AAPL,19:20:52.199320,143.7,6877803
1015,IBM,19:20:52.199320,160.0618,2059033
1016,MSFT,19:20:52.199320,67.775,737308
1017,TWTR,19:20:52.199320,16.5,28705079
1018,HPQ,19:20:52.199320,18.78,4602102
1019,GOOGL,19:20:52.199320,888.9551,805557
1020,AMZN,19:20:52.199320,919.7893,901137
1021,YHOO,19:21:53.924547,48.235,6700025
1022,INTC,19:21:53.924547,37.12,556320
1023,FB,19:21:53.924547,147.29,6104138
1024,AAPL,19:21:53.924547,143.795,8701194
1025,IBM,19:21:53.924547,160.21,1711691
1026,MSFT,19:21:53.924547,67.925,12690417
1027,TWTR,19:21:53.924547,16.5684,31202125
1028,HPQ,19:21:53.924547,18.78,4602102
1029,GOOGL,19:21:53.924547,888.9551,805557
1030,AMZN,19:21:53.924547,920.6,67782
1031,YHOO,19:22:55.598923,48.28,7060426
1032,INTC,19:22:55.598923,37.1,9555076
1033,FB,19:22:55.598923,147.26,163107
1034,AAPL,19:22:55.598923,143.7799,8727525
1035,IBM,19:22:55.598923,159.92,1500000
1036,MSFT,19:22:55.598923,67.925,12690417
1037,TWTR,19:22:55.598923,16.555,28103988
1038,HPQ,19:22:55.598923,18.7202,5309575
1039,GOOGL,19:22:55.598923,890.46,1214833
1040,AMZN,19:22:55.598923,920.0,910846
1041,YHOO,19:23:57.774389,48.2,5568096
1042,INTC,19:23:57.774389,37.09,13675673
1043,FB,19:23:57.774389,147.34,6444165
1044,AAPL,19:23:57.774389,143.7,6877803
1045,IBM,19:23:57.774389,159.92,1500000
1046,MSFT,19:23:57.774389,67.995,10611289
1047,TWTR,19:23:57.774389,16.5684,31202125
1048,HPQ,19:23:57.774389,18.755,3388119
1049,GOOGL,19:23:57.774389,890.46,1214833
1050,AMZN,19:23:57.774389,920.6,67782
1051,YHOO,19:24:59.428745,48.25,5215728
1052,INTC,19:24:59.428745,37.105,11201781
1053,FB,19:24:59.428745,147.119,5739555
1054,AAPL,19:24:59.428745,143.7799,8727525
1055,IBM,19:24:59.428745,160.21,1711691
1056,MSFT,19:24:59.428745,67.775,737308
1057,TWTR,19:24:59.428745,16.49,25847151
1058,HPQ,19:24:59.428745,18.78,4602102
1059,GOOGL,19:24:59.428745,888.9551,805557
1060,AMZN,19:24:59.428745,920.1925,61945
1061,YHOO,19:26:01.082953,48.2,5568096
1062,INTC,19:26:01.082953,37.315,20912111
1063,FB,19:26:01.082953,147.26,163107
1064,AAPL,19:26:01.082953,143.7799,8727525
1065,IBM,19:26:01.082953,159.92,1500000
1066,MSFT,19:26:01.082953,67.665,5234474
1067,TWTR,19:26:01.082953,16.555,28103988
1068,HPQ,19:26:01.082953,18.78,4602102
1069,GOOGL,19:26:01.082953,889.78,686440
1070,AMZN,19:26:01.082953,920.1925,61945
1071,YHOO,19:27:02.776417,48.28,5017777
1072,INTC,19:27:02.776417,37.12,556320
1073,FB,19:27:02.776417,147.29,6104138
1074,AAPL,19:27:02.776417,143.7,6877803
1075,IBM,19:27:02.776417,159.94,1467206
1076,MSFT,19:27:02.776417,67.995,10611289
1077,TWTR,19:27:02.776417,16.555,28103988
1078,HPQ,19:27:02.776417,18.805,2021683
1079,GOOGL,19:27:02.776417,889.69,1186225
1080,AMZN,19:27:02.776417,920.0,910846
1081,YHOO,19:28:04.585503,48.28,5017700
1082,INTC,19:28:04.585503,37.105,11201781
1083,FB,19:28:04.585503,147.34,6444165
1084,AAPL,19:28:04.585503,143.7,6877803
1085,IBM,19:28:04.585503,160.21,1711691
1086,MSFT,19:28:04.585503,67.925,12690417
1087,TWTR,19:28:04.585503,16.5,28705079
1088,HPQ,19:28:04.585503,18.78,4602102
1089,GOOGL,19:28:04.585503,888.9551,805557
1090,AMZN,19:28:04.585503,920.1925,61945
1091,YHOO,19:29:06.322866,48.28,5017700
1092,INTC,19:29:06.322866,37.105,12503808
1093,FB,19:29:06.322866,147.29,6104138
1094,AAPL,19:29:06.322866,143.7799,8727525
1095,IBM,19:29:06.322866,160.09,2056479
1096,MSFT,19:29:06.322866,67.995,10611289
1097,TWTR,19:29:06.322866,16.5845,27553528
1098,HPQ,19:29:06.322866,18.755,3388119
1099,GOOGL,19:29:06.322866,890.46,1214833
1100,AMZN,19:29:06.322866,920.54,1675117
1101,YHOO,19:30:08.247338,48.28,7060426
1102,INTC,19:30:08.247338,37.1,9555076
1103,FB,19:30:08.247338,147.29,6104138
1104,AAPL,19:30:08.247338,143.7799,8727525
1105,IBM,19:30:08.247338,159.92,1500000
1106,MSFT,19:30:08.247338,67.925,12690417
1107,TWTR,19:30:08.247338,16.5659,27370010
1108,HPQ,19:30:08.247338,18.755,5074327
1109,GOOGL,19:30:08.247338,889.69,1186225
1110,AMZN,19:30:08.247338,919.98,2074642
1111,YHOO,19:31:10.631087,48.28,7060426
1112,INTC,19:31:10.631087,37.095,12471303
1113,FB,19:31:10.631087,147.0255,4437023
1114,AAPL,19:31:10.631087,143.795,8701194
1115,IBM,19:31:10.631087,160.1,1890519
1116,MSFT,19:31:10.631087,67.995,10611289
1117,TWTR,19:31:10.631087,16.53,30109669
1118,HPQ,19:31:10.631087,18.755,3388119
1119,GOOGL,19:31:10.631087,889.35,911677
1120,AMZN,19:31:10.631087,920.6175,1674002
1121,YHOO,19:32:12.705001,48.2,5568096
1122,INTC,19:32:12.705001,37.1,9555076
1123,FB,19:32:12.705001,147.34,17372
1124,AAPL,19:32:12.705001,143.795,8701194
1125,IBM,19:32:12.705001,160.1,1889709
1126,MSFT,19:32:12.705001,67.85,2040931
1127,TWTR,19:32:12.705001,16.49,25847151
1128,HPQ,19:32:12.705001,18.78,4602102
1129,GOOGL,19:32:12.705001,889.73,557002
1130,AMZN,19:32:12.705001,919.7893,901137
1131,YHOO,19:33:14.644601,48.2,5568096
1132,INTC,19:33:14.644601,37.1,9555076
1133,FB,19:33:14.644601,147.26,163107
1134,AAPL,19:33:14.644601,143.795,8701194
1135,IBM,19:33:14.644601,159.94,1467206
1136,MSFT,19:33:14.644601,67.995,10611289
1137,TWTR,19:33:14.644601,16.56,33117476
1138,HPQ,19:33:14.644601,18.715,5452319
1139,GOOGL,19:33:14.644601,890.46,1214833
1140,AMZN,19:33:14.644601,920.6,67782
1141,YHOO,19:34:16.427707,48.235,6700025
1142,INTC,19:34:16.427707,37.105,11201781
1143,FB,19:34:16.427707,147.0255,4437023
1144,AAPL,19:34:16.427707,143.7799,8727525
1145,IBM,19:34:16.427707,160.11,2193122
1146,MSFT,19:34:16.427707,67.925,12690417
1147,TWTR,19:34:16.427707,16.555,28103988
1148,HPQ,19:34:16.427707,18.805,2021683
1149,GOOGL,19:34:16.427707,890.46,1214833
1150,AMZN,19:34:16.427707,920.1925,61945
1151,YHOO,19:35:18.128477,48.235,6700025
1152,INTC,19:35:18.128477,37.095,12471303
1153,FB,19:35:18.128477,147.26,163107
1154,AAPL,19:35:18.128477,143.77,7035709
1155,IBM,19:35:18.128477,160.09,2056479
1156,MSFT,19:35:18.128477,67.995,10611289
1157,TWTR,19:35:18.128477,16.5,28705079
1158,HPQ,19:35:18.128477,18.72,5337758
1159,GOOGL,19:35:18.128477,889.73,557002
1160,AMZN,19:35:18.128477,920.6,67782
1161,YHOO,19:36:19.986807,48.28,5017777
1162,INTC,19:36:19.986807,37.12,556320
1163,FB,19:36:19.986807,147.26,163107
1164,AAPL,19:36:19.986807,143.49,5574647
1165,IBM,19:36:19.986807,160.21,1711691
1166,MSFT,19:36:19.986807,67.665,5234474
1167,TWTR,19:36:19.986807,16.49,25847151
1168,HPQ,19:36:19.986807,18.755,5074327
1169,GOOGL,19:36:19.986807,889.35,911677
1170,AMZN,19:36:19.986807,919.7893,901137
1171,YHOO,19:37:21.871589,48.28,5017700
1172,INTC,19:37:21.871589,37.12,556320
1173,FB,19:37:21.871589,147.29,6104138
